type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Training	GlobalVoices	"Function 8, a Singapore-based NGO, released a statement describing the case as going “against the spirit of our Constitution and a waste of police resources."" "	싱가포르의 비정부기구인 펑션 8(Function 8)은 이번 사건을 “경찰 병력을 낭비하고 우리의 헌법 정신에 반하는” 사례로 설명하는 입장문을 발표했다. 	싱가포르 NGO Function 8은 이 상황이 국가 헌법 원칙에 위배되고 경찰 자산의 오용이라고 비난하는 성명을 발표했습니다.	"Accuracy: NGO Function(untranslated text/major)
Fluency: NGO Function(untranslated text/major)
Style: -"	10.0	10.0	0.0	20.0
Training	GlobalVoices	And I was really in that mode of renaissance painting, going to museums and making copies, and I felt and believe that this is what I was striving for. 	그리고 저는 미술관에 가거나 르네상스의 회화를 카피하면서 정말로 르네상스 회화의 방식 속에 있었고, 이런 것이 제가 갈망하던 것이라 느끼고 믿었습니다. 	나는 갤러리를 방문하고 걸작을 복제하면서 르네상스 예술의 세계에 깊이 빠져들었습니다. 이것이 나의 궁극적인 목표라는 확고한 신념이 있었습니다.	"Accuracy: 걸작을(mistranslation/major), 예술의(mistranslation/minor), 세계에(addition/major), 목표라는(mistranslation/minor), felt(omission/major)
Fluency: 걸작을 복제하면서 궁극적인 목표라는(unnaturalness/minor)
Style: -"	17.0	4.0	0.0	21.0
Training	GlobalVoices	A Letter From China to the Norwegian Killer · Global Voices 	중국: 살인자 브레이비크에게 보내는 편지 	글로벌 보이스, 중국에서 노르웨이 암살자에게 보낸 서신 보고	"Accuracy: 보고(addition/major)
Fluency: -
Style: 글로벌 보이스,(structure/major)"	5.0	0.0	5.0	10.0
Training	GlobalVoices	Tamding That (旦正塔), a 64-year-old herdsman, self-immolated at Jainca County outside a military office in Qinghai Province on June 15, 2012. 	탐딩 타트(旦正塔, 64) 유목민. 칭하이성 젠자현의 부대 밖에서 분신. 	2012년 6월 15일, Tamding That(旦正塔)이라는 목동이 Qinghai 성의 군사 사무소 외곽에 위치한 Jainca 현에서 분신했습니다. 당시 그의 나이 64세였다.	"Accuracy: Tamding That Qinghai, Jainca(untranslated text/major)
Fluency: Tamding That Qinghai, Jainca(untranslated text/major), 이라는 목동이(unnaturalness/minor)
Style: 당시 그의 나이 64세였다.(structure/major), 64세였다.(formality/major)"	20.0	22.0	10.0	52.0
Training	GlobalVoices	Standing between the police and protesters, photojournalists have become vulnerable to injuries themselves. 	경찰과 시위대 사이에서 보도 사진가는 다칠 위협에 노출된다. 	포토저널리스트들은 경찰과 시위대 사이에 서 있기 때문에 부상을 입을 수 있는 취약한 위치에 있습니다.	"Accuracy: 있습니다.(mistranslation/minor)
Fluency: -
Style: -"	1.0	0.0	0.0	1.0
Training	GlobalVoices	The wealth gap between China’s urban and rural regions has badly skewed China’s education. 	중국 내 도시와 시골간의 빈부격차의 현실을 가감없이 목도할 수 있는 곳은 교육분야다. 	중국의 교육 시스템은 도시와 농촌 지역 간의 상당한 부의 차이로 인해 심각한 영향을 받았습니다.	"Accuracy: -
Fluency: -
Style: 중국의 교육 시스템은 ... 심각한 영향을 받았습니다.(structure/major)"	0.0	0.0	5.0	5.0
Training	GlobalVoices	They're in a position to share lots of info and opinions since they're so far from home. 	이들은 자국과 멀리 떨어져서, 현지인들과 많은 정보와 의견을 교환을 해야하는 입장입니다. 	그들은 집에서 멀리 떨어져 있기 때문에 풍부한 정보와 관점을 교환할 수 있는 능력을 가지고 있습니다.	"Accuracy: 관점을(mistranslation/minor), 능력을 가지고(mistranslation/major)
Fluency: 풍부한 정보와 관점을 교환할 수 있는 능력을 가지고 있습니다.(unnaturalness/minor)
Style: -"	11.0	8.0	0.0	19.0
Training	GlobalVoices	One Twitter user recalled her reaction to one of the government TV ads: 	어떤 트위터 유저는 정부의 한 TV광고에 대한 감상을 올렸다. 	트위터의 한 개인은 정부의 텔레비전 광고에 어떻게 반응했는지 이야기했습니다.	"Accuracy: 개인은(mistranslation/minor), her(omission/major), 이야기했습니다.(mistranslation/major)
Fluency: 한 개인은 어떻게 반응했는지 이야기했습니다.(unnaturalness/minor)
Style: -"	11.0	5.0	0.0	16.0
Training	GlobalVoices	Another inmediahk.net reporter was hit in the head by a riot police officer with his shield while he was backing off. 	net 기자는 경찰 지시에 따라 물러나던 도중 폭동 진압 경찰이 들고 있던 방패로 머리를 맞았다. 	inmediahk.net 기자가 후퇴하려 하자 진압경찰이 방패로 머리를 내리쳤다.	"Accuracy: Another(omission/major), 하자(mistranslation/minor)
Fluency: -
Style: -"	6.0	0.0	0.0	6.0
Training	GlobalVoices	Could Privatization Clean Out the Corruption in China's State-Owned Enterprises? · Global Voices 	민영화로 중국 국유기업 부패 척결 가능한가? 	민영화를 통해 중국 정부가 지원하는 기업의 부패를 제거할 수 있습니까? · 세계적인 발언	"Accuracy: 중국 정부가 지원하는(mistranslation/major), 세계적인 발언(mistranslation/major)
Fluency: 부패를 제거할 수 있습니까?(unnaturalness/minor)
Style: -"	25.0	4.0	0.0	29.0
Training	GlobalVoices	On Wikipedia’s news forum, Russian users debated several different strategies regarding how to respond to Roskomnadzor’s threat. 	위키피디아 뉴스 포럼에서, 러시아 누리꾼은 언론 감독청이 가하는 협박에 대응하는 여러 전략을 논의했다. 	Roskomnadzor가 발행한 경고에 대응하기 위해 Wikipedia의 뉴스 포럼에서 러시아 사용자가 여러 전술을 논의했습니다.	"Accuracy: 발행한 경고에(mistranslation/major), regarding how to(omission/major), Roskomnadzor, Wikipedia(untranslated text/major)
Fluency: 사용자가 여러 전술을 논의했습니다.(unnaturalness/minor), Roskomnadzor, Wikipedia(untranslated text/major)
Style: -"	35.0	14.0	0.0	49.0
Training	GlobalVoices	We are currently looking for a photographer and an art director. 	사진작가와 예술감독 각 한명씩을 찾고 있습니다. 	현재 사진작가와 아트디렉터를 모집하고 있습니다.	"Accuracy: a(omission/minor), an(omission/minor)
Fluency: -
Style: -"	6.0	0.0	0.0	6.0
Training	GlobalVoices	It was a very interesting parallel for me. 	이는 제게 아주 흥미로운 평행선이엇어요. 	나는 그것이 생각을 자극하는 평행선이라는 것을 알았습니다.	"Accuracy: 생각을 자극하는(mistranslation/major), 알았습니다.(addition/major), for me.(omission/major)
Fluency: 생각을 자극하는 평행선이라는 것을(unnaturalness/minor)
Style: -"	25.0	4.0	0.0	29.0
Training	GlobalVoices	Earlier this month, the Ministry of Health declared that last year more than 4,400 people lost their lives because of air pollution in Tehran, Iran's capital. 	이번 달 초, 보건부는 4,400명이 넘는 사람들이 이란의 수도인 테헤란에서 대기오염으로 인해 목숨을 잃었다고 알렸다. 	이달 초 테헤란 보건부는 전년도에 이란 수도에서 대기 오염의 해로운 영향으로 4,400명 이상이 사망했다고 주장했습니다.	"Accuracy: Tehran(omission/major), 주장했습니다.(mistranslation/major)
Fluency: 대기 오염의 해로운 영향으로(unnaturalness/minor)
Style: -"	10.0	4.0	0.0	14.0
Training	GlobalVoices	PHOTO: South Korean Labor and Civic Groups Stage Strike · Global Voices 	한국: 사진 설명: 한국의 노동자와 시민단체가 파업을 벌이고 있다 	글로벌 보이스(Global Voices)의 사진에서 볼 수 있듯이 한국의 노동 및 시민 단체가 파업을 조직했습니다.	"Accuracy: (Global Voices)(untranslated text/minor), 사진에서 볼 수 있듯이(mistranslation/minor)
Fluency: (Global Voices)(untranslated text/minor)
Style: 글로벌 보이스(Global Voices)(structure/major), 사진에서 볼 수 있듯이(structure/major)"	5.0	2.0	10.0	17.0
Training	GlobalVoices	Sobha Rinpoche (江白益西), a 27-year-old exiled Tibetan from Dawu County, Sichuan Province, self-immolated in Delhi a protest against the Chinese president's visit to India on March 26, 2012. 	소바 린포체(江白益西, 27) 쓰촨성 다우현에서 망명한 티베트인. 2012년 3월 26일, 중국 후진타오 국가주석의 인도 방문에 항의해 분신. 	2012년 3월 26일, 쓰촨성 다우현 출신의 27세 소바 린포체(江白益西)는 중국인의 도착에 항의하는 형태로 델리에서 분신했다. 인도의 대통령.	"Accuracy: 중국인의(mistranslation/major), 인도의 대통령.(addition/major)
Fluency: 중국인의 도착에 항의하는 형태로(unnaturalness/minor), 인도의 대통령.(unnaturalness/minor)
Style: 인도의 대통령.(structure/major)"	15.0	6.0	5.0	26.0
Training	GlobalVoices	Syria: Did Man Film Himself Getting Shot by Sniper? · Global Voices 	시리아: 저격수에게 자신이 저격당하는 모습을 찍은 남자? 	글로벌 보이스(Global Voices)는 한 남자가 시리아에서 저격수가 자신을 쏜 장면을 촬영했을 가능성에 대해 보도했습니다.	"Accuracy: 가능성에 대해(mistranslation/major), (Global Voices)(untranslated text/minor)
Fluency: (Global Voices)(untranslated text/minor)
Style: 글로벌 보이스(Global Voices)는(structure/major), 시리아에서(structure/major)"	12.0	2.0	10.0	24.0
Training	GlobalVoices	As a result, Armenians and Azerbaijanis naturally prefer to overlook the many similarities they share, but inter-ethnic rivalry over culture and tradition is perhaps most fiercest over food. 	그 결과, 아르메니아인들과 아제르바이잔인들은 그들간 공유하는 부분을 애써 무시하고자 하는 경향이 있다. 그리고 이 문화와 전통을 두고 벌어지는 신경전은 음식 문화에서 가장 심하게 나타난다. 	결과적으로 아르메니아인과 아제르바이잔인은 요리와 관련하여 문화와 관습에 대한 경쟁이 특히 치열하지만 그들 사이의 풍부한 공통점을 무시하는 경향이 있습니다.	"Accuracy: -
Fluency: -
Style: ...치열하지만 그들 사이의 풍부한 공통점을 무시하는 경향이 있습니다.(structure/major)"	0.0	0.0	5.0	5.0
Training	GlobalVoices	At the joint press conference, Japanese Foreign Minister Kishida said that the Japanese and South Korean governments working together would help restore dignity and respect to the former comfort women, and the initiative is aimed at healing the wounds of the past. 	합동 기자회견에서 기시다 일본 외상은 일본과 한국 정부가 위안부 피해자의 명예와 존엄을 회복하고자 협력하고 있고, 이는 과거의 상처를 치유하는 데 초점이 맞춰져 있다고 밝혔다. 	기시다 일본 외무상은 공동기자회견에서 한일 정부가 협력하면 위안부 피해자들의 존경과 존경을 되살릴 수 있을 것이라고 밝혔고, 이 방안은 과거의 피해를 복구하는 데 중점을 둡니다.	"Accuracy: 존경과(mistranslation/major), 피해를 복구하는(mistranslation/minor)
Fluency: 존경과 존경을 중점을 둡니다.(unnaturalness/minor)
Style: -"	7.0	4.0	0.0	11.0
Training	GlobalVoices	At least, we should pray for the death. 	적어도 그들의 죽음에 대해 기도라도 해야합니다. 	우리는 최소한 그 사람의 죽음을 위해 기도해야 합니다.	"Accuracy: -
Fluency: -
Style: -"	0.0	0.0	0.0	0.0
Training	GlobalVoices	"""The Japanese love Americans and accept them, but to people from other Asian countries, the Japanese tend to be unkind,"" one young woman explained. "	한 여성은 “일본인들이 미국인들에게는 우호적인 편이지만, 다른 아시아 사람들에게는 적대적인 경향이 있다. 좀 더 열린 마음으로 이들을 바라볼 필요가 있다. 	한 젊은 여성에 따르면, 미국인들은 일본인들에게 숭배와 환영을 받는 반면, 다른 아시아 국가에서 온 개인들은 종종 가혹하게 대우받습니다.	"Accuracy: 숭배와 환영을(mistranslation/major), 개인들은(mistranslation/minor), 가혹하게(mistranslation/major)
Fluency: 가혹하게 대우받습니다.(unnaturalness/minor)
Style: 한 젊은 여성에 따르면,(structure/major)"	16.0	2.0	5.0	23.0
Training	GlobalVoices	We are having Mexicana chicken as sound of mortars echoes at a distance. 	멀리서 박격포 소리가 들려오는 가운데 멕시카나 치킨을 먹고 있다. 	멀리서 들려오는 박격포 소리에 우리는 멕시칸 치킨을 즐기고 있다.	"Accuracy: 소리에(mistranslation/major)
Fluency: 박격포 소리에(unnaturalness/minor)
Style: -"	5.0	2.0	0.0	7.0
Training	GlobalVoices	Later, the Twitter account went silent. 	하지만 이후 트위터 계정에는 어떤 소식도 올라오지 않았다. 	그 후 Twitter 프로필이 비활성화되었습니다.	"Accuracy: Twitter(untranslated text/major), 프로필이(mistranslation/major), 비활성화되었습니다.(mistranslation/major)
Fluency: 그 후(unnaturalness/minor), Twitter(untranslated text/major)
Style: -"	15.0	7.0	0.0	22.0
Training	GlobalVoices	All we want in this region is peace and security. 	우리는 전쟁을 발발할 어떠한 의도도 가지고 있지않다. 	평화와 안보는 이 분야에서 우리의 유일한 바람입니다.	"Accuracy: 분야에서(mistranslation/major)
Fluency: 이 분야에서(unnaturalness/minor)
Style: 평화와 안보는 이 분야에서 우리의 유일한 바람입니다.(structure/major)"	5.0	2.0	5.0	12.0
